7.29	-7.15412
7.3	-7.16538
7.31	-7.17663
7.32	-7.18787
7.33	-7.1991
7.34	-7.21031
7.35	-7.22152
7.36	-7.23272
7.37	-7.2439
7.38	-7.25508
7.39	-7.26625
7.4	-7.2774
7.41	-7.28855
7.42	-7.29969
7.43	-7.31082
7.44	-7.32193
7.45	-7.33304
7.46	-7.34414
7.47	-7.35523
7.48	-7.36631
7.49	-7.37738
7.5	-7.38845
7.51	-7.3995
7.52	-7.41055
7.53	-7.42158
7.54	-7.43261
7.55	-7.44363
7.56	-7.45464
7.57	-7.46564
7.58	-7.47663
7.59	-7.48762
7.6	-7.49859
7.61	-7.50956
7.62	-7.52052
7.63	-7.53147
7.64	-7.54241
7.65	-7.55335
7.66	-7.56428
7.67	-7.57519
7.68	-7.58611
7.69	-7.59701
7.7	-7.60791
7.71	-7.6188
7.72	-7.62968
7.73	-7.64055
7.74	-7.65142
7.75	-7.66227
7.76	-7.67313
7.77	-7.68397
7.78	-7.69481
7.79	-7.70564
7.8	-7.71646
7.81	-7.72727
7.82	-7.73808
7.83	-7.74888
7.84	-7.75968
7.85	-7.77047
7.86	-7.78125
7.87	-7.79202
7.88	-7.80279
7.89	-7.81355
7.9	-7.82431
7.91	-7.83506
7.92	-7.8458
7.93	-7.85654
7.94	-7.86726
7.95	-7.87799
7.96	-7.88871
7.97	-7.89942
7.98	-7.91012
7.99	-7.92082
8	-7.93151
8.01	-7.9422
8.02	-7.95288
8.03	-7.96356
8.04	-7.97423
8.05	-7.98489
8.06	-7.99555
8.07	-8.0062
8.08	-8.01685
8.09	-8.02749
8.1	-8.03812
8.11	-8.04875
8.12	-8.05938
8.13	-8.07
8.14	-8.08061
8.15	-8.09122
8.16	-8.10182
8.17	-8.11242
8.18	-8.12301
8.19	-8.1336
8.2	-8.14419
8.21	-8.15476
8.22	-8.16534
8.23	-8.1759
8.24	-8.18647
8.25	-8.19703
8.26	-8.20758
8.27	-8.21813
8.28	-8.22867
8.29	-8.23921
8.3	-8.24975
8.31	-8.26028
8.32	-8.2708
8.33	-8.28132
8.34	-8.29184
8.35	-8.30235
8.36	-8.31286
8.37	-8.32336
8.38	-8.33386
8.39	-8.34435
8.4	-8.35485
8.41	-8.36533
8.42	-8.37581
8.43	-8.38629
8.44	-8.39676
8.45	-8.40723
8.46	-8.4177
8.47	-8.42816
8.48	-8.43862
8.49	-8.44907
8.5	-8.45952
8.51	-8.46997
8.52	-8.48041
8.53	-8.49084
8.54	-8.50128
8.55	-8.51171
8.56	-8.52214
8.57	-8.53256
8.58	-8.54298
8.59	-8.55339
8.6	-8.5638
8.61	-8.57421
8.62	-8.58462
8.63	-8.59502
8.64	-8.60542
8.65	-8.61581
8.66	-8.6262
8.67	-8.63659
8.68	-8.64697
8.69	-8.65735
8.7	-8.66773
8.71	-8.67811
8.72	-8.68848
8.73	-8.69884
8.74	-8.70921
8.75	-8.71957
8.76	-8.72993
8.77	-8.74028
8.78	-8.75064
8.79	-8.76098
8.8	-8.77133
8.81	-8.78167
8.82	-8.79201
8.83	-8.80235
8.84	-8.81268
8.85	-8.82301
8.86	-8.83334
8.87	-8.84367
8.88	-8.85399
8.89	-8.86431
8.9	-8.87463
8.91	-8.88494
8.92	-8.89525
8.93	-8.90556
8.94	-8.91587
8.95	-8.92617
8.96	-8.93647
8.97	-8.94677
8.98	-8.95706
8.99	-8.96736
9	-8.97765
9.01	-8.98793
9.02	-8.99822
9.03	-9.0085
9.04	-9.01878
9.05	-9.02906
9.06	-9.03933
9.07	-9.04961
9.08	-9.05988
9.09	-9.07015
9.1	-9.08041
9.11	-9.09068
9.12	-9.10094
9.13	-9.11119
9.14	-9.12145
9.15	-9.13171
9.16	-9.14196
9.17	-9.15221
9.18	-9.16246
9.19	-9.1727
9.2	-9.18294
9.21	-9.19319
9.22	-9.20342
9.23	-9.21366
9.24	-9.2239
9.25	-9.23413
9.26	-9.24436
9.27	-9.25459
9.28	-9.26482
9.29	-9.27504
9.3	-9.28526
9.31	-9.29548
9.32	-9.3057
9.33	-9.31592
9.34	-9.32613
9.35	-9.33635
9.36	-9.34656
9.37	-9.35677
9.38	-9.36698
9.39	-9.37718
9.4	-9.38739
9.41	-9.39759
9.42	-9.40779
9.43	-9.41799
9.44	-9.42818
9.45	-9.43838
9.46	-9.44857
9.47	-9.45876
9.48	-9.46895
9.49	-9.47914
9.5	-9.48933
9.51	-9.49951
9.52	-9.5097
9.53	-9.51988
9.54	-9.53006
9.55	-9.54024
9.56	-9.55041
9.57	-9.56059
9.58	-9.57076
9.59	-9.58094
9.6	-9.59111
9.61	-9.60128
9.62	-9.61144
9.63	-9.62161
9.64	-9.63177
9.65	-9.64194
9.66	-9.6521
9.67	-9.66226
9.68	-9.67242
9.69	-9.68258
9.7	-9.69273
9.71	-9.70289
9.72	-9.71304
9.73	-9.72319
9.74	-9.73334
9.75	-9.74349
9.76	-9.75364
9.77	-9.76379
9.78	-9.77393
9.79	-9.78408
9.8	-9.79422
9.81	-9.80436
9.82	-9.8145
9.83	-9.82464
9.84	-9.83478
9.85	-9.84492
9.86	-9.85505
9.87	-9.86519
9.88	-9.87532
9.89	-9.88545
9.9	-9.89558
9.91	-9.90571
9.92	-9.91584
9.93	-9.92597
9.94	-9.9361
9.95	-9.94622
9.96	-9.95634
9.97	-9.96647
9.98	-9.97659
9.99	-9.98671
10	-9.99683
